fight_id,prop_type,side,market_class,our_prob,fair_implied,edge,decimal_odds,outcome,pnl_per_unit
358f816aff469270,r_method_DEC,yes,method,0.260017045486286,,0.060017045486286,5.0,0,-1.0
358f816aff469270,b_wins_round_1,yes,wins_round,0.1278923160735804,,-0.09432990614864181,4.5,1,3.5
358f816aff469270,r_wins_round_1,yes,wins_round,0.12503780311578314,,-0.04162886355088352,6.0,0,-1.0
358f816aff469270,b_wins_round_2,yes,wins_round,0.09865978668533344,,-0.06800687998133322,6.0,0,-1.0
358f816aff469270,r_wins_round_2,yes,wins_round,0.09645773383217557,,-0.02854226616782443,8.0,0,-1.0
358f816aff469270,b_wins_round_3,yes,wins_round,0.03705531894284824,,-0.05385377196624267,11.0,0,-1.0
358f816aff469270,r_wins_round_3,yes,wins_round,0.0362282568383758,,-0.04069482008470113,13.0,0,-1.0
358f816aff469270,ends_round_1,yes,ends_round,0.4851620460757517,,0.1379398238535295,2.88,1,1.88
358f816aff469270,ends_round_2,yes,ends_round,0.3742678641155799,,0.15204564189335767,4.5,0,-1.0
358f816aff469270,ends_round_3,yes,ends_round,0.1405700898086685,,-0.0022870530484743468,7.0,0,-1.0
97ad63e644757cf4,total_rounds_1.5,over,total_rounds,0.275876115743648,0.783001808318264,-0.507125692574616,1.2,1,0.19999999999999996
97ad63e644757cf4,total_rounds_1.5,under,total_rounds,0.724123884256352,0.21699819168173598,0.507125692574616,4.33,0,-1.0
97ad63e644757cf4,distance,yes,distance,0.5517323393057061,0.6626506024096386,-0.11091826310393249,1.4,1,0.3999999999999999
97ad63e644757cf4,distance,no,distance,0.4482676606942939,0.3373493975903614,0.11091826310393249,2.75,0,-1.0
97ad63e644757cf4,b_method_KO_TKO,yes,method,0.1135240709842887,,-0.06829411083389313,5.5,0,-1.0
97ad63e644757cf4,r_method_KO_TKO,yes,method,0.11331345118654416,,0.03639037426346724,13.0,0,-1.0
97ad63e644757cf4,b_method_SUB,yes,method,0.1112642832032098,,-0.013735716796790198,8.0,0,-1.0
97ad63e644757cf4,r_method_SUB,yes,method,0.11016585532025128,,0.03324277839717435,13.0,0,-1.0
97ad63e644757cf4,b_inside_distance,yes,inside_distance,0.22478835418749848,0.25,-0.025211645812501515,3.75,0,-1.0
97ad63e644757cf4,b_inside_distance,no,inside_distance,0.7752116458125016,0.75,0.02521164581250157,1.25,1,0.25
97ad63e644757cf4,r_inside_distance,yes,inside_distance,0.22347930650679543,0.15492957746478872,0.06854972904200671,6.0,0,-1.0
97ad63e644757cf4,r_inside_distance,no,inside_distance,0.7765206934932045,0.8450704225352113,-0.06854972904200674,1.1,1,0.10000000000000009
97ad63e644757cf4,b_method_DEC,yes,method,0.2901470317793221,,-0.003970615279501433,3.4,0,-1.0
97ad63e644757cf4,r_method_DEC,yes,method,0.2615853075263839,,-0.1929601470190706,2.2,1,1.2000000000000002
97ad63e644757cf4,b_wins_round_1,yes,wins_round,0.08827963214610464,,-0.05457751071103821,7.0,0,-1.0
97ad63e644757cf4,r_wins_round_1,yes,wins_round,0.08776553857514595,,-0.012234461424854057,10.0,0,-1.0
97ad63e644757cf4,b_wins_round_2,yes,wins_round,0.07449498402373937,,-0.03661612708737173,9.0,0,-1.0
97ad63e644757cf4,r_wins_round_2,yes,wins_round,0.07406116490347059,,-0.0028619120196063386,13.0,0,-1.0
97ad63e644757cf4,b_wins_round_3,yes,wins_round,0.062013738017654474,,-0.004652928649012192,15.0,0,-1.0
97ad63e644757cf4,r_wins_round_3,yes,wins_round,0.06165260302817888,,0.014033555409131267,21.0,0,-1.0
97ad63e644757cf4,ends_round_1,yes,ends_round,0.39272333509088114,,0.21090515327269932,5.5,0,-1.0
97ad63e644757cf4,ends_round_2,yes,ends_round,0.33140054916547085,,0.188543406308328,7.0,0,-1.0
97ad63e644757cf4,ends_round_3,yes,ends_round,0.275876115743648,,0.1849670248345571,11.0,0,-1.0
0165bd3c26f0c076,total_rounds_2.5,over,total_rounds,0.0,0.45690151660587436,-0.45690151660587436,2.05,1,1.0499999999999998
0165bd3c26f0c076,total_rounds_2.5,under,total_rounds,1.0,0.5430984833941255,0.4569015166058745,1.7246376811594204,0,-1.0
0165bd3c26f0c076,distance,yes,distance,0.6139073487891402,0.4231016731016731,0.1908056756874671,2.2,1,1.2000000000000002
0165bd3c26f0c076,distance,no,distance,0.3860926512108598,0.5768983268983269,-0.1908056756874671,1.6134969325153374,0,-1.0
0165bd3c26f0c076,r_method_KO_TKO,yes,method,0.14496256988343806,,-0.2186737937529256,2.75,0,-1.0
0165bd3c26f0c076,b_method_KO_TKO,yes,method,0.12901763818622194,,-0.13764902848044472,3.75,0,-1.0
0165bd3c26f0c076,r_method_SUB,yes,method,0.03895145305509955,,-0.019872076356665158,17.0,0,-1.0
0165bd3c26f0c076,b_method_SUB,yes,method,0.07316099008610003,,0.03469945162456156,26.0,0,-1.0
0165bd3c26f0c076,r_inside_distance,yes,inside_distance,0.1839140229385376,0.3373493975903614,-0.15343537465182383,2.75,0,-1.0
0165bd3c26f0c076,r_inside_distance,no,inside_distance,0.8160859770614624,0.6626506024096386,0.15343537465182377,1.4,1,0.3999999999999999
0165bd3c26f0c076,b_inside_distance,yes,inside_distance,0.20217862827232197,0.27439024390243905,-0.07221161563011708,3.4,0,-1.0
0165bd3c26f0c076,b_inside_distance,no,inside_distance,0.7978213717276781,0.7256097560975611,0.07221161563011702,1.2857142857142856,1,0.2857142857142856
0165bd3c26f0c076,r_method_DEC,yes,method,0.3352546461641974,,0.001921312830864108,3.0,1,2.0
0165bd3c26f0c076,b_method_DEC,yes,method,0.27865270262494285,,0.11198603595827619,6.0,0,-1.0
0165bd3c26f0c076,r_wins_round_1,yes,wins_round,0.09093472065460567,,-0.10906527934539434,5.0,0,-1.0
0165bd3c26f0c076,b_wins_round_1,yes,wins_round,0.09996549904418696,,-0.0667011676224797,6.0,0,-1.0
0165bd3c26f0c076,r_wins_round_2,yes,wins_round,0.04963600956839883,,-0.10421014427775502,6.5,0,-1.0
0165bd3c26f0c076,b_wins_round_2,yes,wins_round,0.05456538967017454,,-0.07043461032982545,8.0,0,-1.0
0165bd3c26f0c076,r_wins_round_3,yes,wins_round,0.0433432927155331,,-0.047565798193557815,11.0,0,-1.0
0165bd3c26f0c076,b_wins_round_3,yes,wins_round,0.04764773955796047,,-0.029275337365116456,13.0,0,-1.0
0165bd3c26f0c076,ends_round_1,yes,ends_round,0.49444147434584274,,0.16110814101250942,3.0,0,-1.0
0165bd3c26f0c076,ends_round_2,yes,ends_round,0.2698870307729973,,0.0698870307729973,5.0,0,-1.0
0165bd3c26f0c076,ends_round_3,yes,ends_round,0.23567149488115996,,0.09281435202401711,7.0,0,-1.0
97c80f69ac312030,total_rounds_1.5,over,total_rounds,0.13276636410948872,0.791953838756211,-0.6591874746467222,1.1821493624772312,1,0.18214936247723124
97c80f69ac312030,total_rounds_1.5,under,total_rounds,0.8672336358905113,0.20804616124378905,0.6591874746467222,4.5,0,-1.0
97c80f69ac312030,distance,yes,distance,0.6041766567829358,0.6992481203007519,-0.09507146351781615,1.3333333333333333,1,0.33333333333333326
97c80f69ac312030,distance,no,distance,0.39582334321706425,0.3007518796992481,0.09507146351781615,3.1,0,-1.0
97c80f69ac312030,r_method_KO_TKO,yes,method,0.1165858702450046,,-0.026271272612138255,7.0,0,-1.0
97c80f69ac312030,b_method_KO_TKO,yes,method,0.11721713364458562,,0.040294056721508695,13.0,0,-1.0
97c80f69ac312030,r_method_SUB,yes,method,0.0891797424859615,,-0.05367740037118135,7.0,0,-1.0
97c80f69ac312030,b_method_SUB,yes,method,0.07284059684151242,,-0.004082480081564505,13.0,0,-1.0
97c80f69ac312030,r_inside_distance,yes,inside_distance,0.2057656127309661,0.20804616124378905,-0.002280548512822944,4.5,0,-1.0
97c80f69ac312030,r_inside_distance,no,inside_distance,0.7942343872690338,0.791953838756211,0.0022805485128228886,1.1821493624772312,1,0.18214936247723124
97c80f69ac312030,b_inside_distance,yes,inside_distance,0.19005773048609803,0.11729124661058193,0.0727664838755161,8.0,0,-1.0
97c80f69ac312030,b_inside_distance,no,inside_distance,0.809942269513902,0.882708753389418,-0.07276648387551599,1.0630119722747322,1,0.06301197227473221
97c80f69ac312030,r_method_DEC,yes,method,0.30459082352504,,-0.18321405452374045,2.05,0,-1.0
97c80f69ac312030,b_method_DEC,yes,method,0.29958583325789573,,0.005468186199072189,3.4,1,2.4
97c80f69ac312030,r_wins_round_1,yes,wins_round,0.09125393022535418,,-0.03374606977464582,8.0,0,-1.0
97c80f69ac312030,b_wins_round_1,yes,wins_round,0.08428772255179398,,0.017621055885127315,15.0,0,-1.0
97c80f69ac312030,r_wins_round_2,yes,wins_round,0.08719293024456043,,-0.023918180866550676,9.0,0,-1.0
97c80f69ac312030,b_wins_round_2,yes,wins_round,0.08053673408676368,,0.021713204674998973,17.0,0,-1.0
97c80f69ac312030,r_wins_round_3,yes,wins_round,0.027318752261051488,,-0.03934791440561518,15.0,0,-1.0
97c80f69ac312030,b_wins_round_3,yes,wins_round,0.02523327384754036,,-0.018244987022024855,23.0,0,-1.0
97c80f69ac312030,ends_round_1,yes,ends_round,0.443484841875239,,0.28963868802908516,6.5,0,-1.0
97c80f69ac312030,ends_round_2,yes,ends_round,0.4237487940152722,,0.2904154606819389,7.5,0,-1.0
97c80f69ac312030,ends_round_3,yes,ends_round,0.1327663641094887,,0.04185727320039778,11.0,0,-1.0
3fcd53eb27945231,total_rounds_1.5,over,total_rounds,0.214726458581185,0.7256097560975611,-0.5108832975163761,1.2857142857142856,1,0.2857142857142856
3fcd53eb27945231,total_rounds_1.5,under,total_rounds,0.785273541418815,0.27439024390243905,0.510883297516376,3.4,0,-1.0
3fcd53eb27945231,distance,yes,distance,0.6178415430663864,0.5974878675421068,0.02035367552427958,1.5494505494505495,1,0.5494505494505495
3fcd53eb27945231,distance,no,distance,0.3821584569336136,0.4025121324578932,-0.02035367552427958,2.3,0,-1.0
3fcd53eb27945231,r_method_KO_TKO,yes,method,0.11124998246556032,,-0.013750017534439676,8.0,0,-1.0
3fcd53eb27945231,b_method_KO_TKO,yes,method,0.1045336999461773,,-0.04931245389997656,6.5,0,-1.0
3fcd53eb27945231,r_method_SUB,yes,method,0.05674893116026914,,-0.09709722268588472,6.5,0,-1.0
3fcd53eb27945231,b_method_SUB,yes,method,0.10962584336160691,,-0.04422031048454694,6.5,0,-1.0
3fcd53eb27945231,r_inside_distance,yes,inside_distance,0.16799891362582947,0.20804616124378905,-0.04004724761795958,4.5,0,-1.0
3fcd53eb27945231,r_inside_distance,no,inside_distance,0.8320010863741705,0.791953838756211,0.040047247617959525,1.1821493624772312,1,0.18214936247723124
3fcd53eb27945231,b_inside_distance,yes,inside_distance,0.2141595433077842,0.23404255319148934,-0.019883009883705144,4.0,0,-1.0
3fcd53eb27945231,b_inside_distance,no,inside_distance,0.7858404566922158,0.7659574468085105,0.019883009883705283,1.2222222222222223,1,0.22222222222222232
3fcd53eb27945231,r_method_DEC,yes,method,0.16195846274555759,,0.019101319888414736,7.0,1,6.0
3fcd53eb27945231,b_method_DEC,yes,method,0.45588308032082875,,-0.06792644348869509,1.9090909090909092,0,-1.0
3fcd53eb27945231,r_wins_round_1,yes,wins_round,0.09061397956100135,,-0.034386020438998646,8.0,0,-1.0
3fcd53eb27945231,b_wins_round_1,yes,wins_round,0.11551174981587103,,-0.027345393041271815,7.0,0,-1.0
3fcd53eb27945231,r_wins_round_2,yes,wins_round,0.04131112229646737,,-0.058688877703532635,10.0,0,-1.0
3fcd53eb27945231,b_wins_round_2,yes,wins_round,0.05266207318606875,,-0.07233792681393125,8.0,0,-1.0
3fcd53eb27945231,r_wins_round_3,yes,wins_round,0.036073811768360727,,-0.02274971764340398,17.0,0,-1.0
3fcd53eb27945231,b_wins_round_3,yes,wins_round,0.045985720305844385,,-0.030937356617232542,13.0,0,-1.0
3fcd53eb27945231,ends_round_1,yes,ends_round,0.5393724138170239,,0.31715019159480173,4.5,0,-1.0
3fcd53eb27945231,ends_round_2,yes,ends_round,0.2459011276017911,,0.09205497375563723,6.5,0,-1.0
3fcd53eb27945231,ends_round_3,yes,ends_round,0.21472645858118486,,0.10361534747007375,9.0,0,-1.0
3d903bc35023f50a,total_rounds_2.5,over,total_rounds,0.0,0.472936400541272,-0.472936400541272,1.9523809523809523,1,0.9523809523809523
3d903bc35023f50a,total_rounds_2.5,under,total_rounds,1.0,0.527063599458728,0.47293640054127195,1.7518796992481203,0,-1.0
3d903bc35023f50a,distance,yes,distance,0.5130050674109525,0.4208701134930643,0.09213495391788823,2.2,1,1.2000000000000002
3d903bc35023f50a,distance,no,distance,0.48699493258904747,0.5791298865069356,-0.09213495391788817,1.5988023952095807,0,-1.0
3d903bc35023f50a,b_method_KO_TKO,yes,method,0.1056352784070979,,-0.16103138825956875,3.75,0,-1.0
3d903bc35023f50a,r_method_KO_TKO,yes,method,0.11242233726142954,,-0.06939584455675228,5.5,0,-1.0
3d903bc35023f50a,b_method_SUB,yes,method,0.1592498915903986,,-0.040750108409601415,5.0,0,-1.0
3d903bc35023f50a,r_method_SUB,yes,method,0.10968742533012148,,-0.007959633493407933,8.5,0,-1.0
3d903bc35023f50a,b_inside_distance,yes,inside_distance,0.2648851699974965,0.4424778761061947,-0.1775927061086982,2.1,0,-1.0
3d903bc35023f50a,b_inside_distance,no,inside_distance,0.7351148300025034,0.5575221238938053,0.17759270610869815,1.6666666666666665,1,0.6666666666666665
3d903bc35023f50a,r_inside_distance,yes,inside_distance,0.22210976259155102,0.18753129694541815,0.03457846564613287,5.0,0,-1.0
3d903bc35023f50a,r_inside_distance,no,inside_distance,0.777890237408449,0.8124687030545819,-0.03457846564613287,1.1540832049306626,1,0.15408320493066263
3d903bc35023f50a,b_method_DEC,yes,method,0.288886976736434,,-0.005230670322389552,3.4,0,-1.0
3d903bc35023f50a,r_method_DEC,yes,method,0.22411809067451852,,0.024118090674518505,5.0,1,4.0
3d903bc35023f50a,b_wins_round_1,yes,wins_round,0.11884108926585749,,-0.13115891073414251,4.0,0,-1.0
3d903bc35023f50a,r_wins_round_1,yes,wins_round,0.09964984496191463,,-0.025350155038085367,8.0,0,-1.0
3d903bc35023f50a,b_wins_round_2,yes,wins_round,0.08939944508968664,,-0.06444670875646721,6.5,0,-1.0
3d903bc35023f50a,r_wins_round_2,yes,wins_round,0.07496263201474952,,-0.03614847909636158,9.0,0,-1.0
3d903bc35023f50a,b_wins_round_3,yes,wins_round,0.05664463564195238,,-0.04335536435804763,10.0,0,-1.0
3d903bc35023f50a,r_wins_round_3,yes,wins_round,0.047497285614886864,,-0.019169381051779802,15.0,0,-1.0
3d903bc35023f50a,ends_round_1,yes,ends_round,0.44865135057195044,,0.14095904287964273,3.25,0,-1.0
3d903bc35023f50a,ends_round_2,yes,ends_round,0.33750264346823033,,0.13750264346823032,5.0,0,-1.0
3d903bc35023f50a,ends_round_3,yes,ends_round,0.21384600595981929,,0.08884600595981929,8.0,0,-1.0
61bedad39b15db7a,total_rounds_3.5,over,total_rounds,0.1636215097764967,0.5940959409594095,-0.43047443118291284,1.5714285714285714,1,0.5714285714285714
61bedad39b15db7a,total_rounds_3.5,under,total_rounds,0.8363784902235033,0.4059040590405904,0.4304744311829129,2.3,0,-1.0
61bedad39b15db7a,total_rounds_4.5,over,total_rounds,0.0,0.5575221238938053,-0.5575221238938053,1.6666666666666665,1,0.6666666666666665
61bedad39b15db7a,total_rounds_4.5,under,total_rounds,1.0000000000000002,0.4424778761061947,0.5575221238938055,2.1,0,-1.0
61bedad39b15db7a,distance,yes,distance,0.48752031024814474,0.5430984833941255,-0.055578173145980736,1.7246376811594204,1,0.7246376811594204
