fold,log_loss,auc,n_val
2016,1.1077756689534661,0.6307305530908016,966
2017,1.195142232829367,0.6207003337360005,884
2018,1.5906412557586662,0.5997854077253219,932
2019,1.2580492958720417,0.6087847036758888,998
2020,1.7721747628319415,0.6379936010556688,874
2021,2.04821429969587,0.6166522388246954,978
2022,1.9248657285315822,0.6510451036197062,994
2023,0.8947643173722357,0.6486773218002082,992
2024,1.1343913886080468,0.6352224624420476,1006
2025,1.576275567399855,0.674818653672164,1004
